Gender_Encoded,Married_Encoded,Education_Encoded,Self_Employed_Encoded,Dependents_Encoded,Credit_History,Property_Rural,Property_Semiurban,Property_Urban,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,TotalIncome,LogTotalIncome,LogLoanAmount,EMI,BalanceIncome,LoanIncomeRatio,IncomePerDependent
1,0,1,0,0,1.0,False,False,True,3254,0.0,50.0,360.0,3254.0,8.08794755464267,3.9318256327243257,0.1388888888888889,3115.1111111111113,0.015365703749231715,3254.0
1,1,1,0,1,1.0,False,True,False,3315,0.0,96.0,360.0,3315.0,8.106514516255185,4.574710978503383,0.26666666666666666,3048.3333333333335,0.02895927601809955,1657.5
1,1,1,0,2,0.0,True,False,False,3340,1710.0,150.0,360.0,5050.0,8.527341522468053,5.017279836814924,0.4166666666666667,4633.333333333333,0.0297029702970297,1683.3333333333333
1,1,0,0,1,0.0,True,False,False,2653,1500.0,113.0,180.0,4153.0,8.331827004436057,4.736198448394496,0.6277777777777778,3525.222222222222,0.027209246327955693,2076.5
1,1,1,0,0,1.0,False,True,False,2620,2223.0,150.0,360.0,4843.0,8.485496104672983,5.017279836814924,0.4166666666666667,4426.333333333333,0.03097253768325418,4843.0
1,1,0,1,2,1.0,False,True,False,1875,1875.0,97.0,360.0,3750.0,8.229777750081887,4.584967478670572,0.26944444444444443,3480.5555555555557,0.025866666666666666,1250.0
1,1,1,0,0,1.0,False,True,False,3000,3416.0,56.0,180.0,6416.0,8.766705997750515,4.04305126783455,0.3111111111111111,6104.888888888889,0.008728179551122194,6416.0
1,1,1,0,0,1.0,True,False,False,2383,2138.0,58.0,360.0,4521.0,8.416709652837914,4.07753744390572,0.16111111111111112,4359.888888888889,0.012829020128290201,4521.0
0,0,1,1,0,1.0,True,False,False,7441,0.0,194.0,360.0,7441.0,8.914894908906568,5.272999558563747,0.5388888888888889,6902.111111111111,0.026071764547775836,7441.0
1,1,1,0,0,1.0,False,True,False,4583,5625.0,255.0,360.0,10208.0,9.231024963169016,5.545177444479562,0.7083333333333334,9499.666666666666,0.02498040752351097,10208.0
1,0,1,0,1,1.0,False,True,False,37719,0.0,152.0,360.0,37719.0,10.537945736747394,5.030437921392435,0.4222222222222222,37296.77777777778,0.004029799305389856,18859.5
1,1,1,0,0,1.0,False,False,True,13650,0.0,128.0,360.0,13650.0,9.521568058002977,4.859812404361672,0.35555555555555557,13294.444444444445,0.009377289377289377,13650.0
0,0,1,0,1,1.0,False,False,True,2876,1560.0,90.0,360.0,4436.0,8.39773375137891,4.51085950651685,0.25,4186.0,0.02028854824165915,2218.0
1,0,1,0,0,1.0,False,False,True,3750,4750.0,176.0,360.0,8500.0,9.04793908261736,5.176149732573829,0.4888888888888889,8011.111111111111,0.020705882352941178,8500.0
1,1,1,0,2,1.0,True,False,False,2583,2330.0,125.0,360.0,4913.0,8.499843553081124,4.836281906951478,0.3472222222222222,4565.777777777777,0.0254427030327702,1637.6666666666667
1,1,1,0,0,1.0,False,True,False,6000,2250.0,265.0,360.0,8250.0,9.018089684104343,5.583496308781699,0.7361111111111112,7513.888888888889,0.03212121212121212,8250.0
1,0,1,0,0,1.0,False,False,True,4166,7210.0,184.0,360.0,11376.0,9.339349052539717,5.220355825078324,0.5111111111111111,10864.888888888889,0.01617440225035162,11376.0
1,0,0,0,0,1.0,True,False,False,7333,0.0,120.0,360.0,7333.0,8.900276348631271,4.795790545596741,0.3333333333333333,6999.666666666667,0.01636438019909996,7333.0
1,1,1,0,3,0.0,False,False,True,4333,1811.0,160.0,360.0,6144.0,8.723394022000136,5.081404364984463,0.4444444444444444,5699.555555555556,0.026041666666666668,1536.0
1,1,0,0,2,1.0,False,False,True,4288,3263.0,133.0,180.0,7551.0,8.929567707825337,4.897839799950911,0.7388888888888889,6812.111111111111,0.01761356111773275,2517.0
1,1,1,0,3,1.0,False,True,False,4000,7750.0,290.0,360.0,11750.0,9.371693622333941,5.673323267171493,0.8055555555555556,10944.444444444445,0.02468085106382979,2937.5
1,1,0,1,0,1.0,False,False,True,4695,0.0,96.0,360.0,4695.0,8.454466361507933,4.574710978503383,0.26666666666666666,4428.333333333333,0.020447284345047924,4695.0
1,1,1,0,2,1.0,True,False,False,2045,1619.0,101.0,360.0,3664.0,8.206583614320753,4.624972813284271,0.28055555555555556,3383.4444444444443,0.027565502183406112,1221.3333333333333
1,1,1,1,1,1.0,True,False,False,10000,0.0,155.0,360.0,10000.0,9.210440366976517,5.049856007249537,0.4305555555555556,9569.444444444445,0.0155,5000.0
1,1,0,0,1,1.0,False,False,True,3500,1083.0,135.0,360.0,4583.0,8.430327258394575,4.912654885736052,0.375,4208.0,0.029456687759109753,2291.5
1,1,1,0,0,1.0,True,False,False,5568,2142.0,175.0,360.0,7710.0,8.95040315983296,5.170483995038151,0.4861111111111111,7223.888888888889,0.022697795071335927,7710.0
1,1,1,0,1,1.0,False,False,True,6083,4250.0,330.0,360.0,10333.0,9.24319470884713,5.802118375377063,0.9166666666666666,9416.333333333334,0.03193651408109939,5166.5
1,1,1,1,2,1.0,True,False,False,5746,0.0,144.0,84.0,5746.0,8.656433258507741,4.976733742420574,1.7142857142857142,4031.714285714286,0.025060911938739994,1915.3333333333333
1,1,1,0,0,0.0,True,False,False,3593,4266.0,132.0,180.0,7859.0,8.969541885423252,4.890349128221754,0.7333333333333333,7125.666666666667,0.01679603002926581,7859.0
1,1,1,0,3,0.0,False,True,False,3167,4000.0,180.0,300.0,7167.0,8.877381954654766,5.198497031265826,0.6,6567.0,0.025115110925073254,1791.75
0,0,1,0,0,1.0,False,False,True,2500,0.0,67.0,360.0,2500.0,7.824445930877619,4.219507705176107,0.18611111111111112,2313.8888888888887,0.0268,2500.0
0,0,1,0,0,1.0,False,False,True,2995,0.0,60.0,360.0,2995.0,8.005033344637111,4.110873864173311,0.16666666666666666,2828.3333333333335,0.02003338898163606,2995.0
0,0,1,0,0,1.0,False,True,False,3846,0.0,111.0,360.0,3846.0,8.255048902752295,4.718498871295094,0.30833333333333335,3537.6666666666665,0.028861154446177848,3846.0
1,0,1,0,0,1.0,False,False,True,3583,0.0,96.0,360.0,3583.0,8.18423477409482,4.574710978503383,0.26666666666666666,3316.3333333333335,0.026793190064192018,3583.0
1,1,0,0,1,1.0,False,False,True,5333,1131.0,186.0,360.0,6464.0,8.774158291205957,5.231108616854587,0.5166666666666667,5947.333333333333,0.028774752475247526,3232.0
1,1,1,0,2,1.0,False,True,False,5935,0.0,133.0,360.0,5935.0,8.688790784847216,4.897839799950911,0.36944444444444446,5565.555555555556,0.02240943555181129,1978.3333333333333
0,0,1,0,0,0.0,False,True,False,4166,0.0,116.0,360.0,4166.0,8.334951631422454,4.762173934797756,0.32222222222222224,3843.777777777778,0.02784445511281805,4166.0
1,1,1,0,2,0.0,False,True,False,4400,0.0,127.0,360.0,4400.0,8.38958706681109,4.852030263919617,0.3527777777777778,4047.222222222222,0.028863636363636362,1466.6666666666667
1,0,1,0,0,1.0,True,False,False,6000,0.0,140.0,360.0,6000.0,8.699681400989514,4.948759890378168,0.3888888888888889,5611.111111111111,0.023333333333333334,6000.0
1,0,1,0,0,1.0,True,False,False,1916,5063.0,67.0,360.0,6979.0,8.850804195756417,4.219507705176107,0.18611111111111112,6792.888888888889,0.00960022925920619,6979.0
1,1,1,1,1,1.0,False,False,True,1000,3022.0,110.0,360.0,4022.0,8.299783171949787,4.709530201312334,0.3055555555555556,3716.4444444444443,0.02734957732471407,2011.0
1,1,1,0,2,1.0,True,False,False,4167,1447.0,158.0,360.0,5614.0,8.633196867172543,5.0689042022202315,0.4388888888888889,5175.111111111111,0.028143925899536872,1871.3333333333333
1,0,1,0,0,1.0,False,True,False,4133,0.0,122.0,360.0,4133.0,8.327000740241713,4.812184355372417,0.3388888888888889,3794.1111111111113,0.029518509557222357,4133.0
1,1,1,0,1,1.0,False,False,True,2014,2925.0,113.0,360.0,4939.0,8.505120610181969,4.736198448394496,0.3138888888888889,4625.111111111111,0.02287912532901397,2469.5
1,0,0,0,0,1.0,True,False,False,3189,2598.0,120.0,360.0,5787.0,8.663542087751374,4.795790545596741,0.3333333333333333,5453.666666666667,0.020736132711249352,5787.0
1,1,0,0,3,1.0,True,False,False,3095,0.0,113.0,360.0,3095.0,8.037866234709618,4.736198448394496,0.3138888888888889,2781.1111111111113,0.03651050080775444,773.75
1,1,1,0,2,1.0,False,True,False,5000,3667.0,236.0,360.0,8667.0,9.067393362656249,5.4680601411351315,0.6555555555555556,8011.444444444444,0.027229721933771777,2889.0
1,1,1,0,1,1.0,True,False,False,4583,1508.0,128.0,360.0,6091.0,8.714731714015052,4.859812404361672,0.35555555555555557,5735.444444444444,0.0210146117222131,3045.5
0,0,1,1,0,1.0,False,False,True,3463,0.0,122.0,360.0,3463.0,8.150179269682326,4.812184355372417,0.3388888888888889,3124.1111111111113,0.03522956973722206,3463.0
1,1,1,0,0,1.0,False,True,False,5726,4595.0,258.0,360.0,10321.0,9.242032818708672,5.556828061699537,0.7166666666666667,9604.333333333334,0.024997577754093597,10321.0
0,0,1,0,0,1.0,False,True,False,8333,0.0,280.0,360.0,8333.0,9.0280988119824,5.638354669333745,0.7777777777777778,7555.222222222223,0.03360134405376215,8333.0
1,0,1,0,2,0.0,True,False,False,3547,0.0,80.0,360.0,3547.0,8.17413934342947,4.394449154672439,0.2222222222222222,3324.777777777778,0.02255427121511136,1182.3333333333333
1,1,1,0,1,1.0,True,False,False,14583,0.0,185.0,180.0,14583.0,9.5876803163585,5.225746673713202,1.0277777777777777,13555.222222222223,0.012686004251525749,7291.5
1,1,1,1,2,1.0,False,False,True,5417,4196.0,267.0,360.0,9613.0,9.170975648453906,5.5909869805108565,0.7416666666666667,8871.333333333334,0.027774888172266723,3204.3333333333335
1,1,1,0,0,1.0,False,True,False,4860,830.0,125.0,360.0,5690.0,8.646641258603124,4.836281906951478,0.3472222222222222,5342.777777777777,0.021968365553602813,5690.0
1,1,0,0,1,0.0,False,True,False,5285,1430.0,161.0,360.0,6715.0,8.812248018197431,5.087596335232384,0.44722222222222224,6267.777777777777,0.023976172747580043,3357.5
1,0,1,0,0,0.0,False,True,False,14999,0.0,242.0,360.0,14999.0,9.615805480084347,5.493061443340548,0.6722222222222223,14326.777777777777,0.016134408960597372,14999.0
1,1,1,1,0,1.0,False,True,False,5818,2160.0,184.0,360.0,7978.0,8.984568369308281,5.220355825078324,0.5111111111111111,7466.888888888889,0.023063424417147156,7978.0
1,1,1,0,2,1.0,False,True,False,6700,1750.0,230.0,300.0,8450.0,9.042040056544483,5.442417710521793,0.7666666666666667,7683.333333333333,0.027218934911242602,2816.6666666666665
0,1,1,0,0,1.0,True,False,False,4583,0.0,84.0,360.0,4583.0,8.430327258394575,4.442651256490317,0.23333333333333334,4349.666666666667,0.0183286057167794,4583.0
1,1,1,0,0,1.0,False,True,False,3775,0.0,110.0,360.0,3775.0,8.236420527265391,4.709530201312334,0.3055555555555556,3469.4444444444443,0.02913907284768212,3775.0
1,1,0,0,0,1.0,True,False,False,2917,536.0,66.0,360.0,3453.0,8.147288258706624,4.204692619390966,0.18333333333333332,3269.6666666666665,0.019113814074717638,3453.0
1,1,0,0,0,1.0,False,False,True,2400,3800.0,128.0,180.0,6200.0,8.732465848349879,4.859812404361672,0.7111111111111111,5488.888888888889,0.02064516129032258,6200.0
1,1,1,0,0,1.0,False,True,False,3727,1775.0,131.0,360.0,5502.0,8.613048677059759,4.882801922586371,0.3638888888888889,5138.111111111111,0.023809523809523808,5502.0
1,1,1,0,0,1.0,False,False,True,5821,0.0,144.0,360.0,5821.0,8.669399124305569,4.976733742420574,0.4,5421.0,0.02473801752276241,5821.0
1,0,1,0,0,0.0,False,True,False,4166,0.0,98.0,360.0,4166.0,8.334951631422454,4.59511985013459,0.2722222222222222,3893.777777777778,0.023523763802208355,4166.0
1,1,1,0,2,1.0,False,True,False,3717,0.0,120.0,360.0,3717.0,8.220941168281389,4.795790545596741,0.3333333333333333,3383.6666666666665,0.03228410008071025,1239.0
0,0,1,0,0,1.0,False,True,False,4547,0.0,115.0,360.0,4547.0,8.422442854870427,4.7535901911063645,0.3194444444444444,4227.555555555556,0.025291400923685946,4547.0
1,1,1,0,2,0.0,False,True,False,5000,0.0,72.0,360.0,5000.0,8.517393171418904,4.290459441148391,0.2,4800.0,0.0144,1666.6666666666667
0,0,1,0,1,1.0,False,True,False,3541,0.0,112.0,360.0,3541.0,8.17244681834278,4.727387818712341,0.3111111111111111,3229.8888888888887,0.031629483196837054,1770.5
1,0,0,0,0,1.0,False,True,False,6783,0.0,130.0,360.0,6783.0,8.822322177471738,4.875197323201151,0.3611111111111111,6421.888888888889,0.019165560961226596,6783.0
1,1,0,0,0,0.0,False,True,False,2600,1911.0,116.0,360.0,4511.0,8.414495793177895,4.762173934797756,0.32222222222222224,4188.777777777777,0.025714919086677012,4511.0
1,1,1,0,0,1.0,False,True,False,2132,1591.0,96.0,360.0,3723.0,8.222553638396958,4.574710978503383,0.26666666666666666,3456.3333333333335,0.0257856567284448,3723.0
1,1,1,0,0,1.0,False,False,True,1809,1868.0,90.0,360.0,3677.0,8.210124405164267,4.51085950651685,0.25,3427.0,0.024476475387544192,3677.0
1,1,1,0,1,1.0,False,True,False,2750,1842.0,115.0,360.0,4592.0,8.432288684325794,4.7535901911063645,0.3194444444444444,4272.555555555556,0.02504355400696864,2296.0
1,1,1,0,0,1.0,True,False,False,3716,0.0,42.0,180.0,3716.0,8.220672170297252,3.7612001156935624,0.23333333333333334,3482.6666666666665,0.011302475780409042,3716.0
1,1,1,0,1,1.0,False,False,True,5649,0.0,44.0,360.0,5649.0,8.639410824140487,3.8066624897703196,0.12222222222222222,5526.777777777777,0.007788989201628607,2824.5
0,1,1,0,2,1.0,False,False,True,1378,1881.0,167.0,360.0,3259.0,8.089482474360754,5.123963979403259,0.4638888888888889,2795.1111111111113,0.0512427124884934,1086.3333333333333
1,1,1,0,3,1.0,False,False,True,7740,0.0,128.0,180.0,7740.0,8.954286157204713,4.859812404361672,0.7111111111111111,7028.888888888889,0.016537467700258397,1935.0
0,0,0,0,0,1.0,True,False,False,2213,0.0,66.0,360.0,2213.0,7.7025561132685825,4.204692619390966,0.18333333333333332,2029.6666666666667,0.0298237686398554,2213.0
1,0,0,1,0,1.0,False,True,False,5800,0.0,132.0,360.0,5800.0,8.665785595466064,4.890349128221754,0.36666666666666664,5433.333333333333,0.022758620689655173,5800.0
1,1,1,1,2,1.0,True,False,False,17500,0.0,400.0,360.0,17500.0,9.770013301136158,5.993961427306569,1.1111111111111112,16388.88888888889,0.022857142857142857,5833.333333333333
0,0,1,0,0,1.0,True,False,False,2378,0.0,46.0,360.0,2378.0,7.774435510302958,3.8501476017100584,0.12777777777777777,2250.222222222222,0.01934398654331371,2378.0
1,1,1,0,2,1.0,False,False,True,5391,0.0,130.0,360.0,5391.0,8.592671652592143,4.875197323201151,0.3611111111111111,5029.888888888889,0.024114264514932295,1797.0
1,1,1,0,0,1.0,True,False,False,3497,1964.0,116.0,360.0,5461.0,8.60557030203365,4.762173934797756,0.32222222222222224,5138.777777777777,0.021241530855154733,5461.0
1,1,1,0,0,1.0,False,False,True,2275,2067.0,128.0,360.0,4342.0,8.376320632534823,4.859812404361672,0.35555555555555557,3986.4444444444443,0.02947950253339475,4342.0
1,1,0,1,0,0.0,True,False,False,2609,3449.0,165.0,180.0,6058.0,8.70930004894499,5.111987788356544,0.9166666666666666,5141.333333333333,0.02723671178606801,6058.0
0,1,1,0,0,1.0,False,True,False,3667,1459.0,144.0,360.0,5126.0,8.5422759717837,4.976733742420574,0.4,4726.0,0.02809207959422552,5126.0
1,1,0,0,3,0.0,False,True,False,4755,0.0,95.0,360.0,4755.0,8.467162257810672,4.564348191467836,0.2638888888888889,4491.111111111111,0.019978969505783387,1188.75
1,1,0,0,0,1.0,True,False,False,1820,1769.0,95.0,360.0,3589.0,8.185907481482324,4.564348191467836,0.2638888888888889,3325.1111111111113,0.026469768737809974,3589.0
0,1,0,1,0,1.0,True,False,False,7142,0.0,138.0,360.0,7142.0,8.873888135154973,4.9344739331306915,0.38333333333333336,6758.666666666667,0.019322318678241388,7142.0
1,1,1,1,2,1.0,False,True,False,6000,0.0,205.0,240.0,6000.0,8.699681400989514,5.327876168789581,0.8541666666666666,5145.833333333333,0.034166666666666665,2000.0
1,1,1,0,0,1.0,True,False,False,6080,2569.0,182.0,360.0,8649.0,9.065314599925925,5.209486152841421,0.5055555555555555,8143.444444444444,0.021042895132385248,8649.0
0,0,1,0,0,1.0,False,True,False,3159,0.0,100.0,360.0,3159.0,8.058327306580958,4.61512051684126,0.2777777777777778,2881.222222222222,0.03165558721114277,3159.0
0,0,1,0,0,1.0,False,True,False,2917,0.0,84.0,360.0,2917.0,7.978653729082731,4.442651256490317,0.23333333333333334,2683.6666666666665,0.028796708947548853,2917.0
1,1,0,1,0,1.0,False,False,True,4735,0.0,138.0,360.0,4735.0,8.462948176563842,4.9344739331306915,0.38333333333333336,4351.666666666667,0.02914466737064414,4735.0
1,1,1,0,2,1.0,False,False,True,9703,0.0,112.0,360.0,9703.0,9.180293450623886,4.727387818712341,0.3111111111111111,9391.888888888889,0.011542821807688343,3234.3333333333335
1,1,1,0,0,1.0,True,False,False,5829,0.0,138.0,360.0,5829.0,8.670772279344538,4.9344739331306915,0.38333333333333336,5445.666666666667,0.023674729799279464,5829.0
1,1,1,0,1,1.0,False,True,False,6875,0.0,200.0,360.0,6875.0,8.83579236650274,5.303304908059076,0.5555555555555556,6319.444444444444,0.02909090909090909,3437.5
1,0,1,0,0,1.0,True,False,False,4000,2500.0,140.0,360.0,6500.0,8.77971129020447,4.948759890378168,0.3888888888888889,6111.111111111111,0.021538461538461538,6500.0
1,0,1,0,0,1.0,True,False,False,20233,0.0,480.0,360.0,20233.0,9.915119636765835,6.175867270105761,1.3333333333333333,18899.666666666668,0.02372361982899224,20233.0
1,0,0,0,0,1.0,True,False,False,3833,0.0,110.0,360.0,3833.0,8.251663923605589,4.709530201312334,0.3055555555555556,3527.4444444444443,0.02869814766501435,3833.0
1,1,1,0,2,1.0,False,True,False,3276,484.0,135.0,360.0,3760.0,8.232440158470336,4.912654885736052,0.375,3385.0,0.03590425531914894,1253.3333333333333
1,0,1,0,0,1.0,False,False,True,3600,0.0,80.0,360.0,3600.0,8.188966863648876,4.394449154672439,0.2222222222222222,3377.777777777778,0.022222222222222223,3600.0
1,1,1,0,0,1.0,False,True,False,16692,0.0,110.0,360.0,16692.0,9.722744748855389,4.709530201312334,0.3055555555555556,16386.444444444445,0.006589983225497244,16692.0
0,0,1,0,3,1.0,True,False,False,3083,0.0,255.0,360.0,3083.0,8.03398273468322,5.545177444479562,0.7083333333333334,2374.6666666666665,0.08271164450210834,770.75
1,1,1,0,2,1.0,False,True,False,6540,0.0,205.0,360.0,6540.0,8.785845337961213,5.327876168789581,0.5694444444444444,5970.555555555556,0.03134556574923547,2180.0
1,1,1,0,0,1.0,False,True,False,1977,997.0,50.0,360.0,2974.0,7.99799931797973,3.9318256327243257,0.1388888888888889,2835.1111111111113,0.016812373907195696,2974.0
1,1,1,0,1,1.0,False,False,True,8072,240.0,253.0,360.0,8312.0,9.025575833531088,5.537334267018537,0.7027777777777777,7609.222222222223,0.030437921077959576,4156.0
0,0,1,0,0,0.0,False,True,False,4300,0.0,136.0,360.0,4300.0,8.366602832783736,4.919980925828125,0.37777777777777777,3922.222222222222,0.03162790697674418,4300.0
1,1,0,0,0,0.0,False,True,False,1668,3890.0,201.0,360.0,5558.0,8.62317351495347,5.308267697401205,0.5583333333333333,4999.666666666667,0.0361640878013674,5558.0
